MID,MERCHANT DBA NAME,STATUS EDC,OPENDATE,MSO,SOURCE CODE,POS1
211123633,EFRAT LAUNDRY MBL        ,02,9/28/2018,J15,                  ,001
211123641,TOKO LEA CELL MBL        ,02,9/28/2018,J15,B1X2MJ091332018PG1,001
211123658,KEDAI GARASI MBL         ,02,9/28/2018,J15,B1X2MJ091332018PG1,001
211123666,UD. LNL MBL              ,02,9/28/2018,J31,B1X2MJ091736018PG1,001
211123724,EZRA MART MBL            ,02,9/28/2018,J11,B1X2MJ091331018PG1,001
211123732,KARYA AGUNG JAYA MBL     ,02,9/28/2018,J27,                  ,001
211123740,OLAMI NET MBL            ,02,9/28/2018,J27,                  ,001
211123757,DABU DABU JS MBL         ,02,9/28/2018,J31,B1X2MJ091736018PG1,001
211123765,NAGARI MINANG MBL        ,02,9/28/2018,J31,B1X2MJ091736018PG1,001
211123773,TB BANGUNAN UTAMA MBL    ,02,9/28/2018,J29,B1X2MJ091603018PG1,001
211123781,NATASYA PERMATASARI MBL  ,02,9/28/2018,J29,B1X2MJ091603018PG1,001
211123799,MIE BA' TAHUNA VICTORIA M,02,9/28/2018,J29,B1X2MJ091603018PG1,001
211123807,ISTANA PHONE MBL         ,02,9/28/2018,J29,B1X2MJ091603018PG1,001
211123815,EUODIA SALON & BRIDAL MBL,02,9/28/2018,J30,B1X2MJ091737018PG1,001
211123823,TIMECLOCK MBL            ,02,9/28/2018,J30,B1X2MJ091737018PG1,001
211123831,OON PLUS MBL             ,02,9/28/2018,J30,B1X2MJ091737018PG1,001
211123849,KING COOKER MANTOS MBL   ,02,9/28/2018,J30,B1X2MJ091737018PG1,001
211123856,KING COOKER MEGA MAS MBL ,02,9/28/2018,J30,B1Y2MJ091737018PG1,001
211123864,MUCELO FAMILY KARAOKE MBL,02,9/28/2018,J30,B1X2MJ091737018PG1,001
211123872,PELANGI MBL              ,02,9/28/2018,J30,B1X2MJ091737018PG1,001
211124011,BINTANG COLECTION MBL    ,02,9/28/2018,J27,                  ,000
211124029,RM IDOLA MBL             ,02,9/28/2018,J27,                  ,001
211124037,TOKO SARI AGUNG MBL      ,02,9/28/2018,J27,B1X2MJ091381018PG1,001
211124045,CAFE DAVIAN MBL          ,02,9/28/2018,J27,                  ,001
211124052,WARUNG KOPI 008 MBL      ,02,9/28/2018,J27,                  ,001
211124102,MEYLOVELY SHOP MBL       ,02,9/27/2018,J11,                  ,001
211124110,TOKO SERUNAI MBL         ,02,9/28/2018,J15,B1X2MJ091332018PG1,001
211124128,TOKO MARISKA MBL         ,02,9/28/2018,J15,B1X2MJ091332018PG1,001
212241723,BLAIRE MBL               ,02,9/25/2018,M09,                  ,001
212242580,JA MADE MBL              ,02,9/25/2018,M09,                  ,001
212251847,BIRO REKLAME LIE MBL     ,02,9/25/2018,M09,                  ,001
212253256,AG STYLE MBL             ,02,9/25/2018,M09,                  ,001
212253801,MAX MAX PETSHOP MBL      ,02,9/28/2018,M09,                  ,001
212257620,JAYA MAKMUR SELANG MBL   ,02,9/25/2018,M09,                  ,001
212258602,VEGA JACKET CORNER MBL   ,02,9/25/2018,M09,                  ,001
212259345,SAE ARC MBL              ,02,9/25/2018,M09,                  ,001
212264048,BIG SUCCESS EDUCATION MBL,02,9/25/2018,M09,                  ,001
212264717,WAHANA  MBL              ,02,9/25/2018,M09,                  ,001
212264881,VUZETBEL MBL             ,02,9/25/2018,M09,                  ,001
212266829,FRANK ACC MBL            ,02,9/25/2018,M09,                  ,001
212267686,GRACELLA BROWN ART MBL   ,02,9/25/2018,M09,                  ,001
212268932,BLACK CASTEL MBL         ,02,9/25/2018,M09,                  ,001
212292254,LOVING CARDS MBL         ,02,9/25/2018,M09,                  ,001
212292304,BOSS BEST OF SAFETY SUPPL,02,9/25/2018,M09,                  ,001
212293328,DIVA CELLULAR MBL        ,02,9/28/2018,M09,                  ,001
212293336,SIP COIN LAUNDRY EXPRES M,02,9/25/2018,M09,                  ,001
212293682,KILAT CELLULAR MBL       ,02,9/25/2018,M09,                  ,001
212293757,JQ K MBL                 ,02,9/25/2018,M09,                  ,001
212294276,FAMILY 81 MBL            ,02,9/25/2018,M09,                  ,001
212294953,LOUIS CHANEL MBL         ,02,9/25/2018,M09,                  ,001
212295083,BABY MART MBL            ,02,9/25/2018,M09,                  ,001
212295174,INDAH TAILOR MBL         ,02,9/25/2018,M09,                  ,001
212295273,GCM CELL MBL             ,02,9/25/2018,M09,                  ,001
212296511,TRAVER STHE PREMIUM      ,02,9/28/2018,M09,                  ,001
212296578,MOCI STORE PASAR BARU MBL,02,9/25/2018,M09,                  ,001
212296677,DJI HYBRID MBL           ,02,9/28/2018,M09,                  ,001
212296784,UMAMI SUSHI MBL          ,02,9/25/2018,M09,                  ,001
212296792,FIVE STARPET MBL         ,02,9/25/2018,M09,                  ,001
212297014,DR TOOTH MBL             ,02,9/25/2018,M09,                  ,001
212297873,A CELLULAR MBL           ,02,9/25/2018,M09,                  ,001
212297949,TOKO SEPEDA PANGESTU MB  ,02,9/28/2018,M09,                  ,001
212305189,99 PERMATA MBL           ,02,9/25/2018,M02,                  ,001
212305635,GOLDY PET SHOP MBL       ,02,9/25/2018,M09,                  ,001
212305940,MITRA JASA PROCESSING MBL,02,9/25/2018,M09,                  ,001
212306310,TK BAUT BOLON MBL        ,02,9/25/2018,N16,                  ,001
212306450,TOKO KEKE MBL            ,02,9/25/2018,M02,                  ,001
212306468,MY PULSA CELLULAR MBL    ,02,9/25/2018,M09,                  ,001
212306658,TOKO EMAS SINGGALANG MB  ,02,9/25/2018,M54,                  ,001
212306716,SIMPLE WARUNG SEAFOOD    ,01,9/25/2018,M54,                  ,001
212307086,33 MOBILINDO MBL         ,02,9/28/2018,M02,                  ,001
212307102,KEVIN CELL MBL           ,02,9/25/2018,M02,                  ,001
212307292,LOTUS CLINIC MBL         ,02,9/25/2018,M49,                  ,001
212307424,LANCAR JAYA MOTOR MBL    ,02,9/25/2018,M02,                  ,001
212307516,SATELITE CELL MBL        ,02,9/28/2018,M02,                  ,001
212307524,TERMINAL GADGET MBL      ,02,9/25/2018,M02,                  ,001
212307581,FIDI BAG MBL             ,02,9/25/2018,M09,                  ,001
212307599,RAHMI PRINT N COPY MBL   ,02,9/25/2018,M02,                  ,001
212307615,SAPALA OUTDOR MBL        ,02,9/25/2018,M09,                  ,001
212307623,UNIX SALON MBL           ,02,9/28/2018,M02,                  ,001
212307631,LOCANO MBL               ,02,9/25/2018,M09,                  ,001
212307672,TOKO LARIS HARYA UTAMA MB,02,9/25/2018,M09,                  ,001
212307680,99 PART MBL              ,02,9/25/2018,M09,                  ,001
212307730,BHENJO VARIASI MBL       ,02,9/28/2018,M02,                  ,001
212307763,HONGKONG ELECTRONIC MBL  ,02,9/28/2018,M45,                  ,001
212307771,AG CELLULAR MBL          ,02,9/28/2018,L12,                  ,001
212307789,OCEAN DENTAL 2 MBL       ,02,9/25/2018,M09,                  ,001
212307797,OCEAN DENTAL 3 MBL       ,02,9/25/2018,M09,                  ,001
212307805,OCEAN DENTAL MBL         ,02,9/25/2018,M09,                  ,001
212307847,WENJIE APPLE PHONE  MBL  ,02,9/28/2018,M02,                  ,001
212307862,JB BANGUNAN MBL          ,02,9/28/2018,M02,                  ,001
212307888,PERMATA MINANG MBL       ,02,9/28/2018,M02,                  ,001
212307896,TOKO ANDIN MBL           ,02,9/28/2018,M02,                  ,001
212307904,ALTIGO PHOTOCOPY MBL     ,02,9/28/2018,M02,                  ,001
212307912,PRIMA KARYA PURI INDAH MB,02,9/28/2018,M02,                  ,001
212307938,VIVAN MBL                ,02,9/25/2018,M02,                  ,001
212307946,VIN HEATER ELEMENT MBL   ,02,9/25/2018,M02,                  ,001
212307961,SINAR JAYA MOTOR MBL     ,01,9/28/2018,M02,                  ,001
212307987,TEMANGGUNG MBL           ,02,9/25/2018,M02,                  ,001
212307995,SUMBER BAJA MBL          ,02,9/25/2018,M02,                  ,001
212308001,TOKO MAS MULYA MBL       ,02,9/25/2018,M02,                  ,001
212308019,BUDI ELEKTRONIK N FURNITU,02,9/25/2018,M02,                  ,001
212308027,NEW CELL MBL             ,02,9/25/2018,M09,                  ,001
212308050,CLUB FOTO MBL            ,01,9/28/2018,M02,                  ,001
212308068,TK ANUGRAH JAYA BADI MBL ,02,9/25/2018,N16,                  ,001
212308084,TOKO SUMBER PLASTIK MBL  ,02,9/25/2018,M11,                  ,001
212308126,UNIQ LAUNDRY MBL         ,02,9/27/2018,L11,                  ,001
212308134,VIRGO CELL MBL           ,02,9/27/2018,L11,                  ,001
212308282,BOSTON CAFE MBL          ,02,9/28/2018,M02,                  ,001
212308324,TOKO PLASTIK LISSA MBL   ,02,9/28/2018,M02,                  ,001
212308357,SARTIKA PHONE MBL        ,02,9/28/2018,M52,                  ,001
212308407,TK MAS BERLIAN MBL       ,02,9/25/2018,M11,                  ,001
212308415,BLESS COLLECTION MBL     ,02,9/28/2018,M02,                  ,001
212308449,PLAY A SURE MBL          ,02,9/25/2018,M11,                  ,004
212308627,HDF CLOTHINGS MBL        ,02,9/28/2018,M02,                  ,001
212308647,ALDI CELL MBL            ,02,9/28/2018,M02,                  ,001
212308662,UD KARANGLO MBL          ,01,9/28/2018,M09,                  ,001
212308670,IMMAX SPEED SHOP MBL     ,01,9/28/2018,M09,                  ,001
212309785,KANI KIDS MBL            ,02,9/28/2018,M52,                  ,001
212310080,TOKO ARAFAH FASHION MBL  ,02,9/28/2018,M09,                  ,001
212313290,TOKO TAS NENDI MBL       ,02,9/27/2018,O09,                  ,001
212313308,THE DAUGHTERS BOUCHERIE M,01,9/24/2018,L14,U1X1ML140000060PG1,001
212313316,IANS BISTRO MBL          ,02,9/24/2018,L14,                  ,001
212313324,RSKIN MBL                ,02,9/27/2018,O17,                  ,001
212313332,NANDA ICHIKEN MBL        ,02,9/27/2018,O09,                  ,001
212313340,MYBROW STUDIO MBL        ,02,9/27/2018,L11,                  ,001
212313357,ARIEFAT CELL BML         ,02,9/27/2018,L11,                  ,001
212313365,SOS BABY N KIDS MBL      ,02,9/27/2018,O09,                  ,001
212313373,RESTO ANTAR ANCOL MBL    ,02,9/24/2018,904,                  ,001
212313381,CERAGEM CITY PARK MBL    ,02,9/26/2018,O17,                  ,001
212313407,LBB DELTA KALIDERES MBL  ,02,9/27/2018,O13,                  ,001
212313415,LBB DELTA PALMERAH MBL   ,02,9/27/2018,O13,                  ,001
212313423,LBB DELTA PLUMPANG MBL   ,02,9/27/2018,O13,                  ,001
212313431,LBB DELTA SRENGSENG MBL  ,02,9/27/2018,O13,                  ,001
212313449,LBB DELTA SUNTER AGUNG MB,02,9/27/2018,O13,                  ,001
212313456,LBB DELTA TAMAN PALEM MBL,02,9/27/2018,O13,                  ,001
212313464,LBB DELTA WARAKAS MBL    ,02,9/27/2018,O13,                  ,001
212313472,HOKKAIDO LEGEND 6 MBL    ,02,9/28/2018,L15,                  ,001
212313480,TOKO ZANJAYA MBL         ,02,9/28/2018,L12,                  ,001
212313498,KAMAL JAYA MBL           ,02,9/28/2018,L12,                  ,001
212313514,PELANGI MBL              ,02,9/28/2018,L12,                  ,001
212313522,HELMI BATIK MBL          ,02,9/28/2018,L16,                  ,001
212313613,3 A EXPRESS MBL          ,02,9/28/2018,L12,                  ,001
212313647,DAILY FRESH CENTRAL PARK ,02,9/27/2018,H28,B1Y1MH281928302PG1,000
212313654,DAILY FRESH PLUIT MBL    ,02,9/27/2018,H28,B1Y1MH281928302PG1,000
214132706,KHANDARA MBL             ,02,9/25/2018,N42,                  ,001
214159758,KITAMART PERURI MBL      ,02,9/27/2018,O13,                  ,002
214332652,PLAZA BALI DUTY FREE3 M  ,01,9/27/2018,N50,                  ,002
214333189,212 MART PAMULANG 2 MBL  ,02,9/25/2018,N16,                  ,001
214333197,BNI PT JAS CGK  MBL      ,01,9/25/2018,N50,                  ,001
214333205,BNI PT. JAS CGK  MBL     ,01,9/27/2018,N50,                  ,001
214335085,SWISS ARLOJI MBL         ,02,9/28/2018,N42,                  ,001
214335135,MING SALON BRIDAL MBL    ,02,9/25/2018,N42,                  ,001
214335812,HOSHIKO MBL              ,02,9/27/2018,N16,                  ,001
214336349,RINDU ALAM RESTO MBL     ,02,9/27/2018,D17,                  ,002
214336356,BNS ROYALE MBL           ,02,9/24/2018,L12,                  ,001
214336539,RAFI TRUSS MBL           ,02,9/27/2018,N42,                  ,001
214336794,ZOEL CENTER MBL          ,02,9/25/2018,N16,                  ,001
214336992,PERMATA SWALAYAN MBL     ,02,9/25/2018,N18,                  ,001
214337032,SNJ TEXTILE MBL          ,02,9/25/2018,N02,                  ,001
214337040,TOKO IRAMA JAYA 1 MBL    ,02,9/26/2018,N02,                  ,001
214337057,TOKO LONG II MBL         ,02,9/22/2018,N02,                  ,001
214337073,NELL CLEAN MBL           ,02,9/26/2018,N02,                  ,001
214337081,ADI JAYA KERAMIK MBL     ,02,9/25/2018,N02,                  ,001
214337099,PATIO GRAFIKA MBL        ,02,9/26/2018,N02,                  ,001
214337107,DUNIA MEUBEL MBL         ,02,9/26/2018,N02,                  ,001
214337123,MEGA PHONE MBL           ,02,9/26/2018,N02,                  ,001
214337131,YOUNGSTER COFFEE MBL     ,02,9/26/2018,N02,                  ,001
214337149,DUNIA BENZ MBL           ,02,9/26/2018,N04,                  ,001
214337164,MULTI WISATA TOUR N TRAVE,02,9/22/2018,N42,                  ,001
214337248,TOKO MAINAN CIBATOK MBL  ,02,9/26/2018,N02,                  ,001
214337255,MANKZO DISTRO MBL        ,02,9/22/2018,N02,                  ,001
214337263,NADIA GORDYN MBL         ,02,9/25/2018,N02,                  ,001
214337271,GARUDA KUNCI MBL         ,02,9/25/2018,N02,                  ,001
214337289,TOKO VIVI MBL            ,02,9/25/2018,N02,                  ,001
214337297,KAWAKI MOTOR MBL         ,02,9/25/2018,N02,                  ,001
214337305,ALAM GLASS MBL           ,02,9/26/2018,N02,                  ,001
214337313,NOTARIS MARISA ADIWILAGA ,02,9/22/2018,N17,                  ,001
214337321,TOKO JAYA ABADI FURNITURE,02,9/22/2018,N51,                  ,001
214337339,RENAN STORE MBL          ,02,9/22/2018,N02,                  ,001
214337347,RENAN STORE TANGERANG  MB,02,9/22/2018,N02,                  ,001
214337362,PET'S TOP MBL            ,02,9/25/2018,N02,                  ,001
214337388,PRATAMA JAYA INTERIOR MBL,02,9/22/2018,N02,                  ,001
214337396,NAURA JAYA BAN MBL       ,02,9/22/2018,N02,                  ,001
214337404,CENTRAL PHONE SHOP MBL   ,02,9/22/2018,N02,                  ,001
214337412,JAYA BUSANA MBL          ,02,9/22/2018,N02,                  ,001
214337420,GEPREK SAY MBL           ,02,9/22/2018,N02,                  ,001
214337446,DELTA LED MBL            ,02,9/22/2018,N02,                  ,001
214337453,TOKO PERAK JON MBL       ,02,9/27/2018,N44,                  ,001
214337461,FUN GAME MBL             ,02,9/22/2018,N02,                  ,001
214337479,TOKO SUSU BUNDA DEA MBL  ,02,9/22/2018,N02,                  ,001
214337487,OSCAR CELLULER MBL       ,02,9/22/2018,N02,                  ,001
214337495,CAHAYA RISKY 2 MBL       ,02,9/22/2018,N02,                  ,001
214337503,TOKO SUSU ALIA MBL       ,02,9/22/2018,N02,                  ,001
214337511,TOKO HARAPAN BARU MBL    ,02,9/22/2018,N02,                  ,001
214337529,LYN JAYA MOTOR MBL       ,02,9/22/2018,N02,                  ,001
214337537,TUNAS RIBU JAYA BAN MBL  ,02,9/22/2018,N02,                  ,001
214337545,INEZ PERKASA MOTOR MBL   ,02,9/22/2018,N02,                  ,001
214337552,HIDAYAH OPTIK MBL        ,02,9/22/2018,N02,                  ,001
214337602,PRAKTEK DR APRILIO FELDI ,02,9/22/2018,N02,                  ,001
214337610,PITSTOP AUTO JAYA MBL    ,02,9/22/2018,N02,                  ,001
214337628,SINAR PRIANGAN 7 PAMULANG,02,9/22/2018,N02,                  ,001
214337636,NIMO CELL MBL            ,02,9/22/2018,N02,                  ,001
214337644,SEMARAK STORE MBL        ,02,9/22/2018,N02,                  ,001
214337651,TOKO FIRDA MBL           ,02,9/22/2018,N02,                  ,001
214337677,ERA BANTEN MBL           ,02,9/25/2018,N18,                  ,001
214337685,SUSIE FLOWER DECORATION A,02,9/25/2018,N51,                  ,001
214337693,KLINIK DOKTER HENNY CHAER,02,9/25/2018,N18,                  ,001
214337701,TOKO DEDEN BERKAH MBL    ,02,9/25/2018,N18,                  ,001
214337719,TOKO 63 MBL              ,02,9/25/2018,N44,                  ,001
214337727,DIVA CATERING AND DECORAT,02,9/25/2018,N51,                  ,001
214337735,BROTHER BIRD SHOP MBL    ,02,9/25/2018,N51,                  ,001
214337743,RACHACHA THAI TEA AND THA,02,9/25/2018,N44,                  ,001
214337750,HQQ CAFE RESTO MBL       ,02,9/25/2018,N18,                  ,001
214337768,HQQ BARBERSHOP MBL       ,02,9/25/2018,N18,                  ,001
214337776,PACIFIC MOTOR 2 MBL      ,02,9/25/2018,N44,                  ,001
214337784,TRAFFIC CELLULAR MBL     ,02,9/25/2018,N18,                  ,001
214337792,SANTO CELL MBL           ,02,9/25/2018,N18,                  ,001
214337800,TURBO KIDS MBL           ,02,9/25/2018,N44,                  ,001
214337818,TOSERBA UNIKKU MBL       ,02,9/25/2018,N51,                  ,001
214337834,RUMAH SATE HAJI SANUSI MB,02,9/27/2018,N44,                  ,001
214337842,RH DEPO CELLULAR MBL     ,02,9/27/2018,N02,                  ,001
214337859,NINE STAR MBL            ,02,9/27/2018,N02,                  ,001
214337867,SL AUDIO MBL             ,02,9/27/2018,N02,                  ,001
214337875,DUA BERSAUDARA MBL       ,02,9/27/2018,N02,                  ,001
214337883,SABANA PHONE CELL MBL    ,02,9/27/2018,N02,                  ,001
214337891,YUAN CELLULAR MBL        ,02,9/27/2018,N02,                  ,001
214337917,STREET SENCE MBL         ,02,9/27/2018,N02,                  ,001
214337941,AAS AUTO DETAILING MBL   ,02,9/27/2018,N02,                  ,001
214337958,JP GYM MBL               ,02,9/27/2018,N02,                  ,001
214337966,BERKAH ABADI FURNITURE MB,02,9/27/2018,N02,                  ,001
214337974,TOKO KS ADIRA MBL        ,02,9/27/2018,N02,                  ,001
214337982,TOKO RUMAH ZAFA MBL      ,02,9/27/2018,N02,                  ,001
214338006,AGEN POS AZALEA MBL      ,02,9/27/2018,N02,                  ,001
214338014,KICKS N CLEAN MBL        ,02,9/27/2018,N02,                  ,001
214338022,TB PUTRA ABADI 4 MBL     ,02,9/26/2018,N02,                  ,001
214338030,BINTANG CELL MBL         ,02,9/27/2018,N02,                  ,001
214338048,OTONOM CERAMIC MBL       ,02,9/27/2018,N02,                  ,001
214338055,CAKRA CELL MBL           ,02,9/27/2018,N02,                  ,001
214338063,TOKO WALET ELEKTRIK MBL  ,02,9/27/2018,N02,                  ,001
214338071,KEDAI MASA GITU MBL      ,02,9/27/2018,N02,                  ,001
214338089,TB SURAGA MULYA MBL      ,02,9/26/2018,N02,                  ,001
214338097,TOKO DUTA BANGUNAN MBL   ,02,9/26/2018,N02,                  ,001
214338105,TB SINAR MAKMUR BARU MBL ,02,9/27/2018,N02,                  ,001
214338113,RAJEG LESTARI MBL        ,02,9/27/2018,N02,                  ,001
214338121,TRIPLE CA MBL            ,02,9/27/2018,N02,                  ,001
214338139,MANDIRI JAYA MOBIL MBL   ,02,9/27/2018,N02,                  ,001
214338147,RODA PADATI RESTAURANT MB,02,9/25/2018,N50,                  ,001
214338154,APOTEK GRACE  MBL        ,02,9/27/2018,N50,                  ,001
214338162,MATAHARI JAYA MBL        ,02,9/27/2018,N16,                  ,001
214338170,MAJU JAYA MBL            ,02,9/27/2018,N16,                  ,001
214338196,TOKO LALUCU MBL          ,02,9/26/2018,N16,                  ,001
214338204,OMAH TRASAN MBL          ,02,9/25/2018,N50,                  ,001
214338220,POETRA 89 CELL MBL       ,02,9/27/2018,N02,                  ,001
214338238,SINAR ABADI 88 MBL       ,02,9/27/2018,N02,                  ,001
214338246,CIKAL PETSHOP MBL        ,02,9/27/2018,N02,                  ,001
214338253,SOBOW PETSHOP MBL        ,02,9/27/2018,N02,                  ,001
214338261,BAKMI KARET ALUNG MBL    ,02,9/27/2018,N02,                  ,001
214338279,BERKAH BARU MOTOR MBL    ,02,9/27/2018,N02,                  ,001
214338287,WARUNG SOTO SOLO MBOK NAN,02,9/27/2018,N02,                  ,001
214338303,BUMI MEDIA MBL           ,02,9/27/2018,N02,                  ,001
214338311,GALUH OPTIK MBL          ,02,9/27/2018,N02,                  ,001
214338329,SMART PERDANA 2 MBL      ,02,9/27/2018,N02,                  ,001
214338337,AZZIKRI MOTOR MBL        ,02,9/27/2018,N02,                  ,001
214338345,MIZZ AESTHETICS BOUTIQUE ,02,9/27/2018,N02,                  ,001
214338352,YEMEMBER MBL             ,02,9/27/2018,N16,                  ,001
214338360,BEAU TALITA SETYADI MBL  ,01,9/28/2018,N49,                  ,001
214338378,KAFETARIA II MBL         ,02,9/27/2018,N49,                  ,001
214338386,KEDAI DATA MBL           ,02,9/28/2018,N02,                  ,001
214338402,APOTEK ASIH MBL          ,02,9/28/2018,N02,                  ,001
214338428,SMILE MOTOR MBL          ,02,9/28/2018,N02,                  ,001
214338451,WARUNG SOLIN MBL         ,02,9/28/2018,N02,                  ,001
214338477,FORZA INTERIOR MBL       ,02,9/28/2018,N02,                  ,001
214338485,SINGAPORE OPTIK MBL      ,02,9/28/2018,N02,                  ,001
214338501,SUBUR MAKMUR MBL         ,02,9/28/2018,N02,                  ,001
214338527,ROOFTOP AT BULUNGAN MBL  ,02,9/28/2018,N17,                  ,002
214338543,99 CITY ELECTRIK MBL     ,02,9/28/2018,N02,                  ,001
214338550,MAKMUR ARTOMORO ELEKTRONI,02,9/28/2018,N02,                  ,001
214338568,HARAPAN JAYA ELEKTRONIK M,02,9/28/2018,N02,                  ,001
214338576,TOKO HAPPY MBL           ,02,9/28/2018,N02,                  ,001
214338584,AL-HIJAZ MBL             ,02,9/28/2018,N02,                  ,001
214338600,TOKO PUTRI DEWI 2 MBL    ,02,9/28/2018,N02,                  ,001
214338626,MAX WELL CELLULAR MBL    ,02,9/28/2018,N02,                  ,001
214338642,AGUS LISTRIK MBL         ,02,9/28/2018,N02,                  ,001
214338659,OPTIK PRIMA MBL          ,02,9/28/2018,N02,                  ,001
214338667,OPTIK INTAN MBL          ,02,9/28/2018,N02,                  ,001
214338675,OPTIK INTAN 2 MBL        ,02,9/28/2018,N02,                  ,001
214338691,PATRA VARIASI DAN AC MBL ,02,9/28/2018,N19,                  ,001
214338733,NAJWA QUIN COLLECTION MBL,02,9/28/2018,N02,                  ,001
214338741,KISARAN PITARA MOTOR MBL ,02,9/28/2018,N44,                  ,001
214338758,ASH SHAFF MBL            ,02,9/28/2018,N50,                  ,001
214338816,BRANZ BSD OTHER          ,01,9/25/2018,914,                  ,001
214338824,BRANZ BSD SF             ,01,9/25/2018,914,                  ,001
214338832,BRANZ BSD SD             ,01,9/25/2018,914,                  ,001
214339244,PRIME TOWER SOUTHGATE MBL,02,9/27/2018,N16,                  ,002
214339285,TA KOL GREENERY RESTO MBL,01,9/27/2018,N42,B1X2MN423670061PG1,001
214341380,YAY AKSI CEPAT TANGGAP 2 ,02,9/24/2018,L14,                  ,001
214341398,SAMANEA HILL MBL         ,02,9/26/2018,L14,                  ,001
214341422,MHI SEP-TANGCITY 1 MBL   ,02,9/27/2018,L15,                  ,001
214341430,MHI SEP-TANGCITY 2 MBL   ,02,9/27/2018,L15,                  ,001
214341448,VM BANDARA SOETTA        ,02,9/24/2018,   ,I1X1NN000000000000,030
214341471,WARNA ABADI MBL          ,02,9/28/2018,M52,                  ,001
214341489,REY CELL MBL             ,02,9/28/2018,L12,                  ,001
214341513,LBB DELTA CILEDUG 1 MBL  ,02,9/27/2018,O13,                  ,001
214341521,LBB DELTA CILEDUG 2 MBL  ,02,9/27/2018,O13,                  ,001
214341539,LBB DELTA DEPOK 1 MBL    ,02,9/27/2018,O13,                  ,001
214341547,LBB DELTA DEPOK 2 MBL    ,02,9/27/2018,O13,                  ,001
214341554,LBB DELTA TRANSYOGI MBL  ,02,9/27/2018,O13,                  ,001
214341737,CHOCOLATTEA CAFE MBL     ,02,9/28/2018,L16,                  ,001
214341752,DAILY FRESH SUMMARECON 1 ,02,9/27/2018,H28,B1Y1MH281928302PG1,000
214341760,DAILY FRESH SUMMARECON 2 ,02,9/27/2018,H28,B1Y1MH281928302PG1,000
214341778,DAILY FRESH KARAWACI MBL ,02,9/27/2018,H28,B1Y1MH281928302PG1,000
214341786,DAILY FRESH TERAS KOTA MB,02,9/27/2018,H28,B1Y1MH281928302PG1,000
215084070,AB FASHION 1 MBL         ,02,9/28/2018,L15,                  ,001
215084088,AB FASHION 2 MBL         ,02,9/28/2018,L15,                  ,001
215084096,AB FASHION 3 MBL         ,02,9/28/2018,L15,                  ,001
215084104,AB FASHION 4 MBL         ,02,9/28/2018,L15,                  ,001
215084112,AB FASHION 5 MBL         ,02,9/28/2018,L15,                  ,001
215084187,OCEAN DENTAL 1 MBL       ,02,9/25/2018,M09,                  ,001
215084237,PEENY LANE BAR N RESTO MB,01,9/28/2018,L11,                  ,001
215084245,GSF MBL                  ,02,9/28/2018,L11,                  ,001
215084252,BOMBAY DECOR MBL         ,02,9/28/2018,L16,                  ,001
215084302,FEBI CLOTHING MBL        ,01,9/28/2018,L10,                  ,001
215084310,ANGKOT OK TRIP 477       ,02,9/25/2018,   ,I2X1NO000000000000,001
215084328,ANGKOT OK TRIP 478       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084336,ANGKOT OK TRIP 479       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084344,ANGKOT OK TRIP 480       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084351,ANGKOT OK TRIP 481       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084369,ANGKOT OK TRIP 482       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084377,ANGKOT OK TRIP 483       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084385,ANGKOT OK TRIP 484       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084393,ANGKOT OK TRIP 485       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084401,ANGKOT OK TRIP 486       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084419,ANGKOT OK TRIP 487       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084427,ANGKOT OK TRIP 488       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084435,ANGKOT OK TRIP 489       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084443,ANGKOT OK TRIP 490       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084450,ANGKOT OK TRIP 491       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084468,ANGKOT OK TRIP 492       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084476,ANGKOT OK TRIP 493       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084484,ANGKOT OK TRIP 494       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084492,ANGKOT OK TRIP 495       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084500,ANGKOT OK TRIP 496       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084518,ANGKOT OK TRIP 497       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084526,ANGKOT OK TRIP 498       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084534,ANGKOT OK TRIP 499       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084542,ANGKOT OK TRIP 500       ,02,9/25/2018,   ,I2Y1NO000000000000,001
215084559,ANGKOT OK TRIP 501       ,02,9/25/2018,   ,I2Y1NO000000000000,001
